"COUNTRY","Country","SERIES","Series","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ESP","Spain","CNPNCU","2021 constant prices and NCU","2010","2010","EUR","Euro","0","Units","2021","2021",29526.0201813583,,
"ESP","Spain","CNPNCU","2021 constant prices and NCU","2011","2011","EUR","Euro","0","Units","2021","2021",28998.5775816525,,
"ESP","Spain","CNPNCU","2021 constant prices and NCU","2012","2012","EUR","Euro","0","Units","2021","2021",28186.5584841698,,
"ESP","Spain","CNPNCU","2021 constant prices and NCU","2013","2013","EUR","Euro","0","Units","2021","2021",28188.7741348096,,
"ESP","Spain","CNPNCU","2021 constant prices and NCU","2014","2014","EUR","Euro","0","Units","2021","2021",28102.1712989406,,
"ESP","Spain","CNPNCU","2021 constant prices and NCU","2015","2015","EUR","Euro","0","Units","2021","2021",28522.4791886341,,
"ESP","Spain","CNPNCU","2021 constant prices and NCU","2016","2016","EUR","Euro","0","Units","2021","2021",28361.6644293781,,
"ESP","Spain","CNPNCU","2021 constant prices and NCU","2017","2017","EUR","Euro","0","Units","2021","2021",27991.7709328742,,
"ESP","Spain","CNPNCU","2021 constant prices and NCU","2018","2018","EUR","Euro","0","Units","2021","2021",27898.3346103847,,
"ESP","Spain","CNPNCU","2021 constant prices and NCU","2019","2019","EUR","Euro","0","Units","2021","2021",27956.5997395582,,
"ESP","Spain","CNPNCU","2021 constant prices and NCU","2020","2020","EUR","Euro","0","Units","2021","2021",26939.1120246483,,
"ESP","Spain","CNPNCU","2021 constant prices and NCU","2021","2021","EUR","Euro","0","Units","2021","2021",27483.4395992405,,
"SWE","Sweden","CNPNCU","2021 constant prices and NCU","2000","2000","SEK","Swedish Krona","0","Units","2021","2021",334018.911579312,,
"SWE","Sweden","CNPNCU","2021 constant prices and NCU","2001","2001","SEK","Swedish Krona","0","Units","2021","2021",337937.692914434,,
"SWE","Sweden","CNPNCU","2021 constant prices and NCU","2002","2002","SEK","Swedish Krona","0","Units","2021","2021",342392.752104871,,
"SWE","Sweden","CNPNCU","2021 constant prices and NCU","2003","2003","SEK","Swedish Krona","0","Units","2021","2021",345296.772651866,,
"SWE","Sweden","CNPNCU","2021 constant prices and NCU","2004","2004","SEK","Swedish Krona","0","Units","2021","2021",356765.02763252,,
"SWE","Sweden","CNPNCU","2021 constant prices and NCU","2005","2005","SEK","Swedish Krona","0","Units","2021","2021",365752.553539369,,
"SWE","Sweden","CNPNCU","2021 constant prices and NCU","2006","2006","SEK","Swedish Krona","0","Units","2021","2021",375930.814616946,,
"SWE","Sweden","CNPNCU","2021 constant prices and NCU","2007","2007","SEK","Swedish Krona","0","Units","2021","2021",388505.026786531,,
"SWE","Sweden","CNPNCU","2021 constant prices and NCU","2008","2008","SEK","Swedish Krona","0","Units","2021","2021",395959.491683145,,
"SWE","Sweden","CNPNCU","2021 constant prices and NCU","2009","2009","SEK","Swedish Krona","0","Units","2021","2021",397373.852153113,,
"SWE","Sweden","CNPNCU","2021 constant prices and NCU","2010","2010","SEK","Swedish Krona","0","Units","2021","2021",402225.107763775,,
"SWE","Sweden","CNPNCU","2021 constant prices and NCU","2011","2011","SEK","Swedish Krona","0","Units","2021","2021",408211.57168969,,
"SWE","Sweden","CNPNCU","2021 constant prices and NCU","2012","2012","SEK","Swedish Krona","0","Units","2021","2021",416872.265226117,,
"SWE","Sweden","CNPNCU","2021 constant prices and NCU","2013","2013","SEK","Swedish Krona","0","Units","2021","2021",421482.720927135,,
"SWE","Sweden","CNPNCU","2021 constant prices and NCU","2014","2014","SEK","Swedish Krona","0","Units","2021","2021",426170.715802472,,
"SWE","Sweden","CNPNCU","2021 constant prices and NCU","2015","2015","SEK","Swedish Krona","0","Units","2021","2021",432674.485240594,,
"SWE","Sweden","CNPNCU","2021 constant prices and NCU","2016","2016","SEK","Swedish Krona","0","Units","2021","2021",439395.25749737,,
"SWE","Sweden","CNPNCU","2021 constant prices and NCU","2017","2017","SEK","Swedish Krona","0","Units","2021","2021",441760.35413816,,
"SWE","Sweden","CNPNCU","2021 constant prices and NCU","2018","2018","SEK","Swedish Krona","0","Units","2021","2021",443993.693061575,,
"SWE","Sweden","CNPNCU","2021 constant prices and NCU","2019","2019","SEK","Swedish Krona","0","Units","2021","2021",448644.684909936,,
"SWE","Sweden","CNPNCU","2021 constant prices and NCU","2020","2020","SEK","Swedish Krona","0","Units","2021","2021",454229.986439298,,
"SWE","Sweden","CNPNCU","2021 constant prices and NCU","2021","2021","SEK","Swedish Krona","0","Units","2021","2021",459115.280017379,,
"CHE","Switzerland","CNPNCU","2021 constant prices and NCU","2000","2000","CHF","Swiss Franc","0","Units","2021","2021",75669.917586411,,
"CHE","Switzerland","CNPNCU","2021 constant prices and NCU","2001","2001","CHF","Swiss Franc","0","Units","2021","2021",79894.3392220165,,
"CHE","Switzerland","CNPNCU","2021 constant prices and NCU","2002","2002","CHF","Swiss Franc","0","Units","2021","2021",81504.6449857626,,
"CHE","Switzerland","CNPNCU","2021 constant prices and NCU","2003","2003","CHF","Swiss Franc","0","Units","2021","2021",81085.9628106753,,
"CHE","Switzerland","CNPNCU","2021 constant prices and NCU","2004","2004","CHF","Swiss Franc","0","Units","2021","2021",80504.064962033,,
"CHE","Switzerland","CNPNCU","2021 constant prices and NCU","2005","2005","CHF","Swiss Franc","0","Units","2021","2021",81765.7340389452,,
"CHE","Switzerland","CNPNCU","2021 constant prices and NCU","2006","2006","CHF","Swiss Franc","0","Units","2021","2021",82001.8602016174,,
"CHE","Switzerland","CNPNCU","2021 constant prices and NCU","2007","2007","CHF","Swiss Franc","0","Units","2021","2021",82977.9715133757,,
"CHE","Switzerland","CNPNCU","2021 constant prices and NCU","2008","2008","CHF","Swiss Franc","0","Units","2021","2021",83394.6426098818,,
"CHE","Switzerland","CNPNCU","2021 constant prices and NCU","2009","2009","CHF","Swiss Franc","0","Units","2021","2021",85097.5764000654,,
"CHE","Switzerland","CNPNCU","2021 constant prices and NCU","2010","2010","CHF","Swiss Franc","0","Units","2021","2021",84640.0053559537,,
"CHE","Switzerland","CNPNCU","2021 constant prices and NCU","2011","2011","CHF","Swiss Franc","0","Units","2021","2021",85196.8313097233,,
"CHE","Switzerland","CNPNCU","2021 constant prices and NCU","2012","2012","CHF","Swiss Franc","0","Units","2021","2021",86469.464875201,,
"CHE","Switzerland","CNPNCU","2021 constant prices and NCU","2013","2013","CHF","Swiss Franc","0","Units","2021","2021",87525.4043355481,,
"CHE","Switzerland","CNPNCU","2021 constant prices and NCU","2014","2014","CHF","Swiss Franc","0","Units","2021","2021",87671.8315302215,,
"CHE","Switzerland","CNPNCU","2021 constant prices and NCU","2015","2015","CHF","Swiss Franc","0","Units","2021","2021",88170.0642358732,,
"CHE","Switzerland","CNPNCU","2021 constant prices and NCU","2016","2016","CHF","Swiss Franc","0","Units","2021","2021",87511.6397075282,,
"CHE","Switzerland","CNPNCU","2021 constant prices and NCU","2017","2017","CHF","Swiss Franc","0","Units","2021","2021",87105.6022156077,,
"CHE","Switzerland","CNPNCU","2021 constant prices and NCU","2018","2018","CHF","Swiss Franc","0","Units","2021","2021",86857.6921580498,,
"CHE","Switzerland","CNPNCU","2021 constant prices and NCU","2019","2019","CHF","Swiss Franc","0","Units","2021","2021",88678.4630173893,,
"CHE","Switzerland","CNPNCU","2021 constant prices and NCU","2020","2020","CHF","Swiss Franc","0","Units","2021","2021",87355.0980981691,,
"CHE","Switzerland","CNPNCU","2021 constant prices and NCU","2021","2021","CHF","Swiss Franc","0","Units","2021","2021",89766.5363076641,,
"GBR","United Kingdom","CNPNCU","2021 constant prices and NCU","2000","2000","GBP","Pound Sterling","0","Units","2021","2021",31800.0166707647,,
"GBR","United Kingdom","CNPNCU","2021 constant prices and NCU","2001","2001","GBP","Pound Sterling","0","Units","2021","2021",33010.1572655986,,
"GBR","United Kingdom","CNPNCU","2021 constant prices and NCU","2002","2002","GBP","Pound Sterling","0","Units","2021","2021",33476.6142736926,,
"GBR","United Kingdom","CNPNCU","2021 constant prices and NCU","2003","2003","GBP","Pound Sterling","0","Units","2021","2021",34426.7695476443,,
"GBR","United Kingdom","CNPNCU","2021 constant prices and NCU","2004","2004","GBP","Pound Sterling","0","Units","2021","2021",35430.4224282047,,
"GBR","United Kingdom","CNPNCU","2021 constant prices and NCU","2005","2005","GBP","Pound Sterling","0","Units","2021","2021",35465.522097721,,
"GBR","United Kingdom","CNPNCU","2021 constant prices and NCU","2006","2006","GBP","Pound Sterling","0","Units","2021","2021",36457.5119203347,,
"GBR","United Kingdom","CNPNCU","2021 constant prices and NCU","2007","2007","GBP","Pound Sterling","0","Units","2021","2021",37396.3730148463,,
"GBR","United Kingdom","CNPNCU","2021 constant prices and NCU","2008","2008","GBP","Pound Sterling","0","Units","2021","2021",36526.606005233,,
"GBR","United Kingdom","CNPNCU","2021 constant prices and NCU","2009","2009","GBP","Pound Sterling","0","Units","2021","2021",36620.7123962313,,
"GBR","United Kingdom","CNPNCU","2021 constant prices and NCU","2010","2010","GBP","Pound Sterling","0","Units","2021","2021",36777.7756014144,,
"GBR","United Kingdom","CNPNCU","2021 constant prices and NCU","2011","2011","GBP","Pound Sterling","0","Units","2021","2021",36121.8596605731,,
"GBR","United Kingdom","CNPNCU","2021 constant prices and NCU","2012","2012","GBP","Pound Sterling","0","Units","2021","2021",35691.9093919679,,
"GBR","United Kingdom","CNPNCU","2021 constant prices and NCU","2013","2013","GBP","Pound Sterling","0","Units","2021","2021",36081.6282091082,,
"GBR","United Kingdom","CNPNCU","2021 constant prices and NCU","2014","2014","GBP","Pound Sterling","0","Units","2021","2021",36099.9928511823,,
"GBR","United Kingdom","CNPNCU","2021 constant prices and NCU","2015","2015","GBP","Pound Sterling","0","Units","2021","2021",36701.5245716928,,
"GBR","United Kingdom","CNPNCU","2021 constant prices and NCU","2016","2016","GBP","Pound Sterling","0","Units","2021","2021",37250.0261414079,,
"GBR","United Kingdom","CNPNCU","2021 constant prices and NCU","2017","2017","GBP","Pound Sterling","0","Units","2021","2021",37329.7179936996,,
"GBR","United Kingdom","CNPNCU","2021 constant prices and NCU","2018","2018","GBP","Pound Sterling","0","Units","2021","2021",37532.1287217092,,
"GBR","United Kingdom","CNPNCU","2021 constant prices and NCU","2019","2019","GBP","Pound Sterling","0","Units","2021","2021",38115.2789081464,,
"GBR","United Kingdom","CNPNCU","2021 constant prices and NCU","2020","2020","GBP","Pound Sterling","0","Units","2021","2021",38074.4282726676,,
"GBR","United Kingdom","CNPNCU","2021 constant prices and NCU","2021","2021","GBP","Pound Sterling","0","Units","2021","2021",39184.1862696509,,
"USA","United States","CNPNCU","2021 constant prices and NCU","2000","2000","USD","US Dollar","0","Units","2021","2021",57498.9035174666,,
"USA","United States","CNPNCU","2021 constant prices and NCU","2001","2001","USD","US Dollar","0","Units","2021","2021",57939.6628556631,,
"USA","United States","CNPNCU","2021 constant prices and NCU","2002","2002","USD","US Dollar","0","Units","2021","2021",58405.4792323863,,
"USA","United States","CNPNCU","2021 constant prices and NCU","2003","2003","USD","US Dollar","0","Units","2021","2021",59033.8390062937,,
"USA","United States","CNPNCU","2021 constant prices and NCU","2004","2004","USD","US Dollar","0","Units","2021","2021",60127.4044432791,,
"USA","United States","CNPNCU","2021 constant prices and NCU","2005","2005","USD","US Dollar","0","Units","2021","2021",60184.2170112976,,
"USA","United States","CNPNCU","2021 constant prices and NCU","2006","2006","USD","US Dollar","0","Units","2021","2021",61084.8868645938,,
"USA","United States","CNPNCU","2021 constant prices and NCU","2007","2007","USD","US Dollar","0","Units","2021","2021",62241.945889786,,
"USA","United States","CNPNCU","2021 constant prices and NCU","2008","2008","USD","US Dollar","0","Units","2021","2021",62088.5034386166,,
"USA","United States","CNPNCU","2021 constant prices and NCU","2009","2009","USD","US Dollar","0","Units","2021","2021",62711.3094375679,,
"USA","United States","CNPNCU","2021 constant prices and NCU","2010","2010","USD","US Dollar","0","Units","2021","2021",63264.8102323846,,
"USA","United States","CNPNCU","2021 constant prices and NCU","2011","2011","USD","US Dollar","0","Units","2021","2021",63349.4306680621,,
"USA","United States","CNPNCU","2021 constant prices and NCU","2012","2012","USD","US Dollar","0","Units","2021","2021",63890.2255306466,,
"USA","United States","CNPNCU","2021 constant prices and NCU","2013","2013","USD","US Dollar","0","Units","2021","2021",63587.7730747805,,
"USA","United States","CNPNCU","2021 constant prices and NCU","2014","2014","USD","US Dollar","0","Units","2021","2021",64513.4410631374,,
"USA","United States","CNPNCU","2021 constant prices and NCU","2015","2015","USD","US Dollar","0","Units","2021","2021",66139.5133731373,,
"USA","United States","CNPNCU","2021 constant prices and NCU","2016","2016","USD","US Dollar","0","Units","2021","2021",66259.724729521,,
"USA","United States","CNPNCU","2021 constant prices and NCU","2017","2017","USD","US Dollar","0","Units","2021","2021",66933.9728439335,,
"USA","United States","CNPNCU","2021 constant prices and NCU","2018","2018","USD","US Dollar","0","Units","2021","2021",67663.8360775703,,
"USA","United States","CNPNCU","2021 constant prices and NCU","2019","2019","USD","US Dollar","0","Units","2021","2021",68842.3066162042,,
"USA","United States","CNPNCU","2021 constant prices and NCU","2020","2020","USD","US Dollar","0","Units","2021","2021",72806.7540079049,,
"USA","United States","CNPNCU","2021 constant prices and NCU","2021","2021","USD","US Dollar","0","Units","2021","2021",74737.8453542402,,
"ISR","Israel","CNPNCU","2021 constant prices and NCU","2000","2000","ILS","New Israeli Sheqel","0","Units","2021","2021",151566.655553872,,
"ISR","Israel","CNPNCU","2021 constant prices and NCU","2001","2001","ILS","New Israeli Sheqel","0","Units","2021","2021",153771.638687382,,
"ISR","Israel","CNPNCU","2021 constant prices and NCU","2002","2002","ILS","New Israeli Sheqel","0","Units","2021","2021",148028.675489384,,
"ISR","Israel","CNPNCU","2021 constant prices and NCU","2003","2003","ILS","New Israeli Sheqel","0","Units","2021","2021",142970.676368441,,
"ISR","Israel","CNPNCU","2021 constant prices and NCU","2004","2004","ILS","New Israeli Sheqel","0","Units","2021","2021",140923.744572861,,
"ISR","Israel","CNPNCU","2021 constant prices and NCU","2005","2005","ILS","New Israeli Sheqel","0","Units","2021","2021",141383.159841107,,
"ISR","Israel","CNPNCU","2021 constant prices and NCU","2006","2006","ILS","New Israeli Sheqel","0","Units","2021","2021",145354.072057359,,
"ISR","Israel","CNPNCU","2021 constant prices and NCU","2007","2007","ILS","New Israeli Sheqel","0","Units","2021","2021",146775.371093805,,
"ISR","Israel","CNPNCU","2021 constant prices and NCU","2008","2008","ILS","New Israeli Sheqel","0","Units","2021","2021",143619.989488177,,
"ISR","Israel","CNPNCU","2021 constant prices and NCU","2009","2009","ILS","New Israeli Sheqel","0","Units","2021","2021",140127.871852171,,
"ISR","Israel","CNPNCU","2021 constant prices and NCU","2010","2010","ILS","New Israeli Sheqel","0","Units","2021","2021",139946.689213704,,
"ISR","Israel","CNPNCU","2021 constant prices and NCU","2011","2011","ILS","New Israeli Sheqel","0","Units","2021","2021",141268.041142945,,
"ISR","Israel","CNPNCU","2021 constant prices and NCU","2012","2012","ILS","New Israeli Sheqel","0","Units","2021","2021",143665.038275982,,
"ISR","Israel","CNPNCU","2021 constant prices and NCU","2013","2013","ILS","New Israeli Sheqel","0","Units","2021","2021",144222.75719636,,
"ISR","Israel","CNPNCU","2021 constant prices and NCU","2014","2014","ILS","New Israeli Sheqel","0","Units","2021","2021",145268.762001882,,
"ISR","Israel","CNPNCU","2021 constant prices and NCU","2015","2015","ILS","New Israeli Sheqel","0","Units","2021","2021",149581.961231375,,
"ISR","Israel","CNPNCU","2021 constant prices and NCU","2016","2016","ILS","New Israeli Sheqel","0","Units","2021","2021",155399.88017288,,
"ISR","Israel","CNPNCU","2021 constant prices and NCU","2017","2017","ILS","New Israeli Sheqel","0","Units","2021","2021",160188.733507859,,
"ISR","Israel","CNPNCU","2021 constant prices and NCU","2018","2018","ILS","New Israeli Sheqel","0","Units","2021","2021",164717.527217848,,
"ISR","Israel","CNPNCU","2021 constant prices and NCU","2019","2019","ILS","New Israeli Sheqel","0","Units","2021","2021",168156.546424591,,
"ISR","Israel","CNPNCU","2021 constant prices and NCU","2020","2020","ILS","New Israeli Sheqel","0","Units","2021","2021",168523.401390316,,
"ISR","Israel","CNPNCU","2021 constant prices and NCU","2021","2021","ILS","New Israeli Sheqel","0","Units","2021","2021",177434.353081534,,
"SVN","Slovenia","CNPNCU","2021 constant prices and NCU","2000","2000","EUR","Euro","0","Units","2021","2021",18837.4941333888,,
"SVN","Slovenia","CNPNCU","2021 constant prices and NCU","2001","2001","EUR","Euro","0","Units","2021","2021",19607.5534110238,,
"SVN","Slovenia","CNPNCU","2021 constant prices and NCU","2002","2002","EUR","Euro","0","Units","2021","2021",19660.4260901715,,
"SVN","Slovenia","CNPNCU","2021 constant prices and NCU","2003","2003","EUR","Euro","0","Units","2021","2021",20068.3202371631,,
"SVN","Slovenia","CNPNCU","2021 constant prices and NCU","2004","2004","EUR","Euro","0","Units","2021","2021",21037.7267480513,,
"SVN","Slovenia","CNPNCU","2021 constant prices and NCU","2005","2005","EUR","Euro","0","Units","2021","2021",21839.2161535389,,
"SVN","Slovenia","CNPNCU","2021 constant prices and NCU","2006","2006","EUR","Euro","0","Units","2021","2021",22566.347199024,,
"SVN","Slovenia","CNPNCU","2021 constant prices and NCU","2007","2007","EUR","Euro","0","Units","2021","2021",23070.5298532884,,
"SVN","Slovenia","CNPNCU","2021 constant prices and NCU","2008","2008","EUR","Euro","0","Units","2021","2021",23421.2813594602,,
"SVN","Slovenia","CNPNCU","2021 constant prices and NCU","2009","2009","EUR","Euro","0","Units","2021","2021",23619.6215829418,,
"SVN","Slovenia","CNPNCU","2021 constant prices and NCU","2010","2010","EUR","Euro","0","Units","2021","2021",24302.7659586621,,
"SVN","Slovenia","CNPNCU","2021 constant prices and NCU","2011","2011","EUR","Euro","0","Units","2021","2021",24228.9335636894,,
"SVN","Slovenia","CNPNCU","2021 constant prices and NCU","2012","2012","EUR","Euro","0","Units","2021","2021",23511.7983082816,,
"SVN","Slovenia","CNPNCU","2021 constant prices and NCU","2013","2013","EUR","Euro","0","Units","2021","2021",23127.1269963088,,
"SVN","Slovenia","CNPNCU","2021 constant prices and NCU","2014","2014","EUR","Euro","0","Units","2021","2021",23586.6077347558,,
"SVN","Slovenia","CNPNCU","2021 constant prices and NCU","2015","2015","EUR","Euro","0","Units","2021","2021",24083.5359921559,,
"SVN","Slovenia","CNPNCU","2021 constant prices and NCU","2016","2016","EUR","Euro","0","Units","2021","2021",25015.765480996,,
"SVN","Slovenia","CNPNCU","2021 constant prices and NCU","2017","2017","EUR","Euro","0","Units","2021","2021",25475.0232756781,,
"SVN","Slovenia","CNPNCU","2021 constant prices and NCU","2018","2018","EUR","Euro","0","Units","2021","2021",25922.6640763516,,
"SVN","Slovenia","CNPNCU","2021 constant prices and NCU","2019","2019","EUR","Euro","0","Units","2021","2021",26684.9319363698,,
"SVN","Slovenia","CNPNCU","2021 constant prices and NCU","2020","2020","EUR","Euro","0","Units","2021","2021",27608.9919694474,,
"SVN","Slovenia","CNPNCU","2021 constant prices and NCU","2021","2021","EUR","Euro","0","Units","2021","2021",27980.4555619541,,
"EST","Estonia","CNPNCU","2021 constant prices and NCU","2000","2000","EUR","Euro","0","Units","2021","2021",8165.22241627384,,
"EST","Estonia","CNPNCU","2021 constant prices and NCU","2001","2001","EUR","Euro","0","Units","2021","2021",8465.92563500936,,
"EST","Estonia","CNPNCU","2021 constant prices and NCU","2002","2002","EUR","Euro","0","Units","2021","2021",8950.09069268186,,
"EST","Estonia","CNPNCU","2021 constant prices and NCU","2003","2003","EUR","Euro","0","Units","2021","2021",9794.44598420362,,
"EST","Estonia","CNPNCU","2021 constant prices and NCU","2004","2004","EUR","Euro","0","Units","2021","2021",10611.7059778227,,
"EST","Estonia","CNPNCU","2021 constant prices and NCU","2005","2005","EUR","Euro","0","Units","2021","2021",11323.8025688315,,
"EST","Estonia","CNPNCU","2021 constant prices and NCU","2006","2006","EUR","Euro","0","Units","2021","2021",12333.1629381072,,
"EST","Estonia","CNPNCU","2021 constant prices and NCU","2007","2007","EUR","Euro","0","Units","2021","2021",14341.1708023941,,
"EST","Estonia","CNPNCU","2021 constant prices and NCU","2008","2008","EUR","Euro","0","Units","2021","2021",14529.299489,,
"EST","Estonia","CNPNCU","2021 constant prices and NCU","2009","2009","EUR","Euro","0","Units","2021","2021",14115.1331888207,,
"EST","Estonia","CNPNCU","2021 constant prices and NCU","2010","2010","EUR","Euro","0","Units","2021","2021",14032.1793822466,,
"EST","Estonia","CNPNCU","2021 constant prices and NCU","2011","2011","EUR","Euro","0","Units","2021","2021",13735.8755194763,,
"EST","Estonia","CNPNCU","2021 constant prices and NCU","2012","2012","EUR","Euro","0","Units","2021","2021",13903.480610465,,
"EST","Estonia","CNPNCU","2021 constant prices and NCU","2013","2013","EUR","Euro","0","Units","2021","2021",14240.4283161793,,
"EST","Estonia","CNPNCU","2021 constant prices and NCU","2014","2014","EUR","Euro","0","Units","2021","2021",14991.0315649347,,
"EST","Estonia","CNPNCU","2021 constant prices and NCU","2015","2015","EUR","Euro","0","Units","2021","2021",15695.4871938683,,
"EST","Estonia","CNPNCU","2021 constant prices and NCU","2016","2016","EUR","Euro","0","Units","2021","2021",16551.9887058695,,
"EST","Estonia","CNPNCU","2021 constant prices and NCU","2017","2017","EUR","Euro","0","Units","2021","2021",16931.1152371803,,
"EST","Estonia","CNPNCU","2021 constant prices and NCU","2018","2018","EUR","Euro","0","Units","2021","2021",17853.3993519139,,
"EST","Estonia","CNPNCU","2021 constant prices and NCU","2019","2019","EUR","Euro","0","Units","2021","2021",18904.2184498145,,
"EST","Estonia","CNPNCU","2021 constant prices and NCU","2020","2020","EUR","Euro","0","Units","2021","2021",20033.2596574821,,
"EST","Estonia","CNPNCU","2021 constant prices and NCU","2021","2021","EUR","Euro","0","Units","2021","2021",20765.870744236,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2000","2000","USD","US Dollar","0","Units","2021","2021",45864.2246839447,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2001","2001","USD","US Dollar","0","Units","2021","2021",46325.6452063718,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2002","2002","USD","US Dollar","0","Units","2021","2021",46714.7138012541,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2003","2003","USD","US Dollar","0","Units","2021","2021",47349.6629826868,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2004","2004","USD","US Dollar","0","Units","2021","2021",48813.6269703482,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2005","2005","USD","US Dollar","0","Units","2021","2021",49357.8088760077,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2006","2006","USD","US Dollar","0","Units","2021","2021",49688.9707896302,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2007","2007","USD","US Dollar","0","Units","2021","2021",51049.1432412323,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2008","2008","USD","US Dollar","0","Units","2021","2021",51375.7399322454,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2009","2009","USD","US Dollar","0","Units","2021","2021",50884.3098547751,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2010","2010","USD","US Dollar","0","Units","2021","2021",52645.0632525028,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2011","2011","USD","US Dollar","0","Units","2021","2021",54341.6321607586,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2012","2012","USD","US Dollar","0","Units","2021","2021",54693.5327880133,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2013","2013","USD","US Dollar","0","Units","2021","2021",54493.4287124233,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2014","2014","USD","US Dollar","0","Units","2021","2021",54958.9983415996,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2015","2015","USD","US Dollar","0","Units","2021","2021",54594.2877238492,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2016","2016","USD","US Dollar","0","Units","2021","2021",54708.5463944103,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2017","2017","USD","US Dollar","0","Units","2021","2021",54446.1871655676,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2018","2018","USD","US Dollar","0","Units","2021","2021",54585.7361515336,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2019","2019","USD","US Dollar","0","Units","2021","2021",55170.1593572686,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2020","2020","USD","US Dollar","0","Units","2021","2021",56454.6426875463,,
"AUS","Australia","USDPPP","In 2021 constant prices at 2021 USD PPPs","2021","2021","USD","US Dollar","0","Units","2021","2021",56599.9299857557,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2000","2000","USD","US Dollar","0","Units","2021","2021",51003.6687538745,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2001","2001","USD","US Dollar","0","Units","2021","2021",50844.0596468737,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2002","2002","USD","US Dollar","0","Units","2021","2021",51613.8737572224,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2003","2003","USD","US Dollar","0","Units","2021","2021",51732.5421239379,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2004","2004","USD","US Dollar","0","Units","2021","2021",52714.6666757652,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2005","2005","USD","US Dollar","0","Units","2021","2021",52999.3782983738,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2006","2006","USD","US Dollar","0","Units","2021","2021",53791.255595178,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2007","2007","USD","US Dollar","0","Units","2021","2021",54099.6936163515,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2008","2008","USD","US Dollar","0","Units","2021","2021",55008.95643616,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2009","2009","USD","US Dollar","0","Units","2021","2021",55945.1002116724,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2010","2010","USD","US Dollar","0","Units","2021","2021",55693.2537677195,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2011","2011","USD","US Dollar","0","Units","2021","2021",55086.1950141318,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2012","2012","USD","US Dollar","0","Units","2021","2021",55399.0387275458,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2013","2013","USD","US Dollar","0","Units","2021","2021",55424.6726991352,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2014","2014","USD","US Dollar","0","Units","2021","2021",55628.9597328474,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2015","2015","USD","US Dollar","0","Units","2021","2021",56034.5368994984,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2016","2016","USD","US Dollar","0","Units","2021","2021",56565.1098080641,,
"AUT","Austria","USDPPP","In 2021 constant prices at 2021 USD PPPs","2017","2017","USD","US Dollar","0","Units","2021","2021",56553.1036411922,,
