Generated by http://opendatacommunities.org,2023-01-07T15:03:58+00:00
http://opendatacommunities.org/data/house-building/construction/costs/indices,Indices of construction costs - wages and material prices
Construction indices,New Housing
Measure (cell values): ,Costs

,,http://reference.data.gov.uk/id/month/2010-11,http://reference.data.gov.uk/id/month/2010-12,http://reference.data.gov.uk/id/month/2011-01,http://reference.data.gov.uk/id/month/2011-02,http://reference.data.gov.uk/id/month/2011-03,http://reference.data.gov.uk/id/month/2011-04,http://reference.data.gov.uk/id/month/2011-05,http://reference.data.gov.uk/id/month/2011-06,http://reference.data.gov.uk/id/month/2011-07,http://reference.data.gov.uk/id/month/2011-08,http://reference.data.gov.uk/id/month/2011-09,http://reference.data.gov.uk/id/month/2011-10,http://reference.data.gov.uk/id/month/2011-11,http://reference.data.gov.uk/id/month/2011-12,http://reference.data.gov.uk/id/month/2012-01,http://reference.data.gov.uk/id/month/2012-02,http://reference.data.gov.uk/id/month/2012-03,http://reference.data.gov.uk/id/month/2012-04,http://reference.data.gov.uk/id/month/2012-05,http://reference.data.gov.uk/id/month/2012-06,http://reference.data.gov.uk/id/month/2012-07,http://reference.data.gov.uk/id/month/2012-08,http://reference.data.gov.uk/id/month/2012-09,http://reference.data.gov.uk/id/month/2012-10,http://reference.data.gov.uk/id/month/2012-11,http://reference.data.gov.uk/id/month/2012-12,http://reference.data.gov.uk/id/month/2013-01,http://reference.data.gov.uk/id/month/2013-02,http://reference.data.gov.uk/id/month/2013-03,http://reference.data.gov.uk/id/month/2013-04,http://reference.data.gov.uk/id/month/2013-05,http://reference.data.gov.uk/id/month/2013-06,http://reference.data.gov.uk/id/month/2013-07,http://reference.data.gov.uk/id/month/2013-08,http://reference.data.gov.uk/id/month/2013-09,http://reference.data.gov.uk/id/month/2013-10,http://reference.data.gov.uk/id/month/2013-11,http://reference.data.gov.uk/id/month/2013-12,http://reference.data.gov.uk/id/month/2014-01,http://reference.data.gov.uk/id/month/2014-02,http://reference.data.gov.uk/id/month/2014-03,http://reference.data.gov.uk/id/month/2014-04,http://reference.data.gov.uk/id/month/2014-05,http://reference.data.gov.uk/id/month/2014-06,http://reference.data.gov.uk/id/month/2014-07,http://reference.data.gov.uk/id/month/2014-08,http://reference.data.gov.uk/id/month/2014-09,http://reference.data.gov.uk/id/month/2014-10,http://reference.data.gov.uk/id/month/2014-11,http://reference.data.gov.uk/id/month/2014-12,http://reference.data.gov.uk/id/month/2015-01,http://reference.data.gov.uk/id/month/2015-02,http://reference.data.gov.uk/id/month/2015-03,http://reference.data.gov.uk/id/month/2015-04,http://reference.data.gov.uk/id/month/2015-05,http://reference.data.gov.uk/id/month/2015-06,http://reference.data.gov.uk/id/month/2015-07,http://reference.data.gov.uk/id/month/2015-08,http://reference.data.gov.uk/id/month/2015-09,http://reference.data.gov.uk/id/month/2015-10,http://reference.data.gov.uk/id/month/2015-11,http://reference.data.gov.uk/id/month/2015-12,http://reference.data.gov.uk/id/month/2016-01,http://reference.data.gov.uk/id/month/2016-02,http://reference.data.gov.uk/id/month/2016-03,http://reference.data.gov.uk/id/month/2016-04,http://reference.data.gov.uk/id/month/2016-05,http://reference.data.gov.uk/id/month/2016-06,http://reference.data.gov.uk/id/month/2016-07,http://reference.data.gov.uk/id/month/2016-08,http://reference.data.gov.uk/id/month/2016-09,http://reference.data.gov.uk/id/month/2016-10,http://reference.data.gov.uk/id/month/2016-11,http://reference.data.gov.uk/id/month/2016-12,http://reference.data.gov.uk/id/month/2017-01,http://reference.data.gov.uk/id/month/2017-02,http://reference.data.gov.uk/id/month/2017-03,http://reference.data.gov.uk/id/month/2017-04,http://reference.data.gov.uk/id/month/2017-05,http://reference.data.gov.uk/id/month/2017-06,http://reference.data.gov.uk/id/month/2017-07,http://reference.data.gov.uk/id/month/2017-08,http://reference.data.gov.uk/id/month/2017-09,http://reference.data.gov.uk/id/month/2017-10,http://reference.data.gov.uk/id/month/2017-11,http://reference.data.gov.uk/id/month/2017-12,http://reference.data.gov.uk/id/month/2018-01,http://reference.data.gov.uk/id/month/2018-02,http://reference.data.gov.uk/id/month/2018-03,http://reference.data.gov.uk/id/month/2018-04,http://reference.data.gov.uk/id/month/2018-05,http://reference.data.gov.uk/id/month/2018-06,http://reference.data.gov.uk/id/month/2018-07,http://reference.data.gov.uk/id/month/2018-08,http://reference.data.gov.uk/id/month/2018-09,http://reference.data.gov.uk/id/month/2018-10,http://reference.data.gov.uk/id/month/2018-11,http://reference.data.gov.uk/id/month/2018-12,http://reference.data.gov.uk/id/month/2019-01,http://reference.data.gov.uk/id/month/2019-02,http://reference.data.gov.uk/id/month/2019-03,http://reference.data.gov.uk/id/month/2019-04,http://reference.data.gov.uk/id/month/2019-05,http://reference.data.gov.uk/id/month/2019-06
http://opendatacommunities.org/def/ontology/geography/refArea,Reference area,2010 Nov,2010 Dec,2011 Jan,2011 Feb,2011 Mar,2011 Apr,2011 May,2011 Jun,2011 Jul,2011 Aug,2011 Sep,2011 Oct,2011 Nov,2011 Dec,2012 Jan,2012 Feb,2012 Mar,2012 Apr,2012 May,2012 Jun,2012 Jul,2012 Aug,2012 Sep,2012 Oct,2012 Nov,2012 Dec,2013 Jan,2013 Feb,2013 Mar,2013 Apr,2013 May,2013 Jun,2013 Jul,2013 Aug,2013 Sep,2013 Oct,2013 Nov,2013 Dec,2014 Jan,2014 Feb,2014 Mar,2014 Apr,2014 May,2014 Jun,2014 Jul,2014 Aug,2014 Sep,2014 Oct,2014 Nov,2014 Dec,2015 Jan,2015 Feb,2015 Mar,2015 Apr,2015 May,2015 Jun,2015 Jul,2015 Aug,2015 Sep,2015 Oct,2015 Nov,2015 Dec,2016 Jan,2016 Feb,2016 Mar,2016 Apr,2016 May,2016 Jun,2016 Jul,2016 Aug,2016 Sep,2016 Oct,2016 Nov,2016 Dec,2017 Jan,2017 Feb,2017 Mar,2017 Apr,2017 May,2017 Jun,2017 Jul,2017 Aug,2017 Sep,2017 Oct,2017 Nov,2017 Dec,2018 Jan,2018 Feb,2018 Mar,2018 Apr,2018 May,2018 Jun,2018 Jul,2018 Aug,2018 Sep,2018 Oct,2018 Nov,2018 Dec,2019 Jan,2019 Feb,2019 Mar,2019 Apr,2019 May,2019 Jun
http://opendatacommunities.org/id/geography/administration/uk/K02000001,United Kingdom,102.3,102,102.2,103.1,103.7,104.2,104.8,105.7,106,106.6,106.5,106.7,106.5,106.2,106,106.4,107.6,107.9,107.9,107.3,107.3,107.2,107.1,107.2,107.3,106.8,107.1,107.6,107.9,108.1,108.5,108.2,108,108.2,108.1,108.5,108.5,108.5,108.6,109.4,110,110.1,110.3,110.1,110.5,110.4,110.3,110.1,110.2,110,109.8,109.9,109.9,109.9,110.2,109.7,109.4,109,108.5,108.2,108.3,107.9,107.6,108.2,108,108.5,109,109.5,109.4,110.1,110.7,110.6,111.5,111.4,112.3,113.5,113.9,114.4,114.9,115,115.1,115.3,116.2,116.7,117,118,117.6,119.4,119.4,119.8,120.2,120.7,121.2,121.3,121.9,121.5,122,122.1,122,122.7,123.8,123.5,123.1,123.7
