Generated by http://opendatacommunities.org,2023-01-09T13:20:00+00:00
http://opendatacommunities.org/data/house-building/construction/costs/indices,Indices of construction costs - wages and material prices
Construction indices,Index of hourly wage costs
Measure (cell values): ,Costs

,,http://reference.data.gov.uk/id/quarter/2000-Q1,http://reference.data.gov.uk/id/quarter/2000-Q2,http://reference.data.gov.uk/id/quarter/2000-Q3,http://reference.data.gov.uk/id/quarter/2000-Q4,http://reference.data.gov.uk/id/quarter/2001-Q1,http://reference.data.gov.uk/id/quarter/2001-Q2,http://reference.data.gov.uk/id/quarter/2001-Q3,http://reference.data.gov.uk/id/quarter/2001-Q4,http://reference.data.gov.uk/id/quarter/2002-Q1,http://reference.data.gov.uk/id/quarter/2002-Q2,http://reference.data.gov.uk/id/quarter/2002-Q3,http://reference.data.gov.uk/id/quarter/2002-Q4,http://reference.data.gov.uk/id/quarter/2003-Q1,http://reference.data.gov.uk/id/quarter/2003-Q2,http://reference.data.gov.uk/id/quarter/2003-Q3,http://reference.data.gov.uk/id/quarter/2003-Q4,http://reference.data.gov.uk/id/quarter/2004-Q1,http://reference.data.gov.uk/id/quarter/2004-Q2,http://reference.data.gov.uk/id/quarter/2004-Q3,http://reference.data.gov.uk/id/quarter/2004-Q4,http://reference.data.gov.uk/id/quarter/2005-Q1,http://reference.data.gov.uk/id/quarter/2005-Q2,http://reference.data.gov.uk/id/quarter/2005-Q3,http://reference.data.gov.uk/id/quarter/2005-Q4,http://reference.data.gov.uk/id/quarter/2006-Q1,http://reference.data.gov.uk/id/quarter/2006-Q2,http://reference.data.gov.uk/id/quarter/2006-Q3,http://reference.data.gov.uk/id/quarter/2006-Q4,http://reference.data.gov.uk/id/quarter/2007-Q1,http://reference.data.gov.uk/id/quarter/2007-Q2,http://reference.data.gov.uk/id/quarter/2007-Q3,http://reference.data.gov.uk/id/quarter/2007-Q4,http://reference.data.gov.uk/id/quarter/2008-Q1,http://reference.data.gov.uk/id/quarter/2008-Q2,http://reference.data.gov.uk/id/quarter/2008-Q3,http://reference.data.gov.uk/id/quarter/2008-Q4,http://reference.data.gov.uk/id/quarter/2009-Q1,http://reference.data.gov.uk/id/quarter/2009-Q2,http://reference.data.gov.uk/id/quarter/2009-Q3,http://reference.data.gov.uk/id/quarter/2009-Q4,http://reference.data.gov.uk/id/quarter/2010-Q1,http://reference.data.gov.uk/id/quarter/2010-Q2,http://reference.data.gov.uk/id/quarter/2010-Q3,http://reference.data.gov.uk/id/quarter/2010-Q4,http://reference.data.gov.uk/id/quarter/2011-Q1,http://reference.data.gov.uk/id/quarter/2011-Q2,http://reference.data.gov.uk/id/quarter/2011-Q3,http://reference.data.gov.uk/id/quarter/2011-Q4,http://reference.data.gov.uk/id/quarter/2012-Q1,http://reference.data.gov.uk/id/quarter/2012-Q2,http://reference.data.gov.uk/id/quarter/2012-Q3,http://reference.data.gov.uk/id/quarter/2012-Q4,http://reference.data.gov.uk/id/quarter/2013-Q1,http://reference.data.gov.uk/id/quarter/2013-Q2,http://reference.data.gov.uk/id/quarter/2013-Q3,http://reference.data.gov.uk/id/quarter/2013-Q4,http://reference.data.gov.uk/id/quarter/2014-Q1,http://reference.data.gov.uk/id/quarter/2014-Q2,http://reference.data.gov.uk/id/quarter/2014-Q3,http://reference.data.gov.uk/id/quarter/2014-Q4,http://reference.data.gov.uk/id/quarter/2015-Q1,http://reference.data.gov.uk/id/quarter/2015-Q2,http://reference.data.gov.uk/id/quarter/2015-Q3,http://reference.data.gov.uk/id/quarter/2015-Q4,http://reference.data.gov.uk/id/quarter/2016-Q1,http://reference.data.gov.uk/id/quarter/2016-Q2,http://reference.data.gov.uk/id/quarter/2016-Q3,http://reference.data.gov.uk/id/quarter/2016-Q4,http://reference.data.gov.uk/id/quarter/2017-Q1,http://reference.data.gov.uk/id/quarter/2017-Q2,http://reference.data.gov.uk/id/quarter/2017-Q3,http://reference.data.gov.uk/id/quarter/2017-Q4,http://reference.data.gov.uk/id/quarter/2018-Q1,http://reference.data.gov.uk/id/quarter/2018-Q2,http://reference.data.gov.uk/id/quarter/2018-Q3,http://reference.data.gov.uk/id/quarter/2018-Q4,http://reference.data.gov.uk/id/quarter/2019-Q1
http://opendatacommunities.org/def/ontology/geography/refArea,Reference area,2000 Q1,2000 Q2,2000 Q3,2000 Q4,2001 Q1,2001 Q2,2001 Q3,2001 Q4,2002 Q1,2002 Q2,2002 Q3,2002 Q4,2003 Q1,2003 Q2,2003 Q3,2003 Q4,2004 Q1,2004 Q2,2004 Q3,2004 Q4,2005 Q1,2005 Q2,2005 Q3,2005 Q4,2006 Q1,2006 Q2,2006 Q3,2006 Q4,2007 Q1,2007 Q2,2007 Q3,2007 Q4,2008 Q1,2008 Q2,2008 Q3,2008 Q4,2009 Q1,2009 Q2,2009 Q3,2009 Q4,2010 Q1,2010 Q2,2010 Q3,2010 Q4,2011 Q1,2011 Q2,2011 Q3,2011 Q4,2012 Q1,2012 Q2,2012 Q3,2012 Q4,2013 Q1,2013 Q2,2013 Q3,2013 Q4,2014 Q1,2014 Q2,2014 Q3,2014 Q4,2015 Q1,2015 Q2,2015 Q3,2015 Q4,2016 Q1,2016 Q2,2016 Q3,2016 Q4,2017 Q1,2017 Q2,2017 Q3,2017 Q4,2018 Q1,2018 Q2,2018 Q3,2018 Q4,2019 Q1
http://opendatacommunities.org/id/geography/administration/uk/K02000001,United Kingdom,102.4,98.1,99.8,99.8,110.4,106.5,109.1,107.5,117.1,112.2,111.3,107.8,124.1,115.6,116.7,116.1,132.8,120.9,121.8,120.9,131.5,124.4,124.2,128.9,135.4,134.3,133.3,133.3,143.5,136.5,145.4,143.5,153.3,143.1,144.5,147.8,154.5,148.2,147.7,152,155.4,147.9,148.5,154.1,156.1,150.6,148.7,157.6,151.6,155.5,153.3,152.4,151,151.9,150.3,154,154.1,147,151.8,154.4,156.3,155.3,157,163.4,160.1,162.7,164.6,173.3,160.8,159.5,169.9,176.9,174.4,172.6,173.7,180.6,175.5
